I_N;I_Co;I_Co2;Espece;Genre;Famille;I_Ci;I_D;I_R;I_Lo;I_La;F_N;F_M_F;F_M_S;F_T_M_S;F_S;F_S_S;F_M_P;F_A;F_B;F_Ba;F_Cd;F_Cu;F_Fe;F_K;F_Li;F_Mg;F_Mn;F_Ni;F_P;F_Pb;F_Zn;R_M_S;R_L;R_L_S;R_V;R_D_T;R_D;R_M_P;R_Al;R_B;R_Ba;R_Ca;R_Cd;R_Cu;R_Fe;R_K;R_Li;R_Mg;R_Mn;R_Ni;R_P;R_Pb;R_Zn;S_M_P;S_M_C;S_pH;S_C;S_M_E;S_Al;S_As;S_B;S_Ca;S_Cd;S_Co;S_Cr;S_Cu;S_K;S_Mg;S_Mn;S_Ni;S_P;S_Pb;S_Zn;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;4;0,1799;0,0575;0,319622012;15,458;268,8347826;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;5;0,0378;0,0126;0,333333333;3,262;258,8888889;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;6;0,374;0,0123;0,032887701;3,162;257,0731707;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;7;0,533;0,0249;0,046716698;4,754;190,9236948;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;8;0,274;0,0091;0,033211679;2,323;255,2747253;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;9;0,1311;0,0461;0,351639969;11,792;255,791757;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;10;0,1037;0,036;0,347155256;9,303;258,4166667;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;11;0,1064;0,0366;0,343984962;9,375;256,147541;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;12;0,1338;0,046;0,343796712;10,734;233,3478261;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;13;0,0604;0,0179;0,296357616;5,296;295,8659218;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;14;0,0899;0,0286;0,318131257;7,451;260,5244755;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;15;0,1076;0,035;0,32527881;9,597;274,2;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
11;Sym_Alb_1_(2);Sym_Alb_1;Sym_Alb;Sym;Caprifoliaceae;4,71238898;1,5;6;4,35923333;50,78481667;16;0,1068;0,0375;0,351123596;9,663;257,68;0,354;23,6191259;69,534966;37,7663026;0,1501587;5,03491967;107,162333;23457,4017;0,07290759;2766,20939;81,863229;0,7538915;1520,03925;0,49732444;150,957564;0,3182;6274,917;19,72004085;2742,473;0,116026666;0,598;0,3333;344,371104;16,2288251;41,86541;9505,55494;5,69867199;28,1611242;702,192652;16147,849;0,28600491;1099,82536;201,059025;3,03813995;3698,48282;57,5600196;769,997717;397,06;14,1010625;6,11;113,2;10,01;42,0468134;0,02689734;-0,0444301;1320,67105;0,293478;0,30241521;0,05068967;2,47839895;111,423255;42,1193833;31,0022372;0,66210902;12,5870393;31,998575;34,9533899;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;1;0,0644;0,0151;0,23447205;8,37;554,3046358;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;2;0,0775;0,0221;0,28516129;8,69;393,2126697;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;3;0,0775;0,0222;0,286451613;8,996;405,2252252;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;4;0,0835;0,0236;0,282634731;9,453;400,5508475;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;5;0,0876;0,0249;0,284246575;9,778;392,6907631;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;6;0,0318;0,009;0,283018868;3,214;357,1111111;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;7;0,0363;0,01;0,275482094;3,449;344,9;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;8;0,0246;0,0068;0,276422764;2,248;330,5882353;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;9;0,0369;0,0098;0,265582656;3,788;386,5306122;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;10;0,0355;0,017;0,478873239;3,652;214,8235294;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;11;0,062;;0;6,23;;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;12;0,0584;;0;5,959;;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;13;0,0655;0,0157;0,239694656;8,28;527,388535;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;14;0,0615;0,0148;0,240650407;3,449;233,0405405;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;15;0,0609;0,0185;0,303776683;7,863;425,027027;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;16;0,015;;0;1,306;;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;17;0,0558;;0;5,725;;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
12;Sym_Alb_2;Sym_Alb_2;Sym_Alb;Sym;Caprifoliaceae;6,283185307;2;6;4,35825000;50,78486667;18;0,0641;;0;7,279;;0,2018;49,2216889;73,4405001;27,5418098;0,63426386;6,3800179;176,868315;17900,4909;0,12241166;4966,56642;427,376527;2,57060995;1884,14343;0,72698853;81,7225281;0,20795;3592,2705;18,36314544;1378,5525;0,14879338;0,584;0,3562;383,035795;14,6653651;26,8188773;9409,15516;2,73767997;12,2679384;558,991068;7563,47421;0,32985826;1866,57743;438,137774;4,94391043;3114,63495;18,6747698;290,276792;278,97;0;5,17;108,8;10,25;210,493781;0,01487173;-0,0695007;1277,46475;0,25597331;0,38610425;0,15641047;3,16261014;84,6099656;95,678191;36,6820064;1,04735041;6,73269888;32,8912963;15,9554601;;;
13;Sym_Alb_3;Sym_Alb_3;Sym_Alb;Sym;Caprifoliaceae;3,5;1,114084602;10;4,35963333;50,78476667;1;0,2068;0,0765;0,369922631;28,336;370,4052288;0,3159;19,9796249;74,9445296;17,1645515;0,09222536;5,31396369;104,98355;29242,8513;0,05668374;2392,94659;44,2010275;1,56996816;1900,04375;0,26690959;71,5355917;0,1703;5241,355;30,77718732;1040,585;0,163657942;0,394;0,3581;758,058983;17,3898927;19,5569488;15292,5162;0,76767786;12,336311;1555,09321;9366,70828;0,69124133;1410,97176;79,7224889;4,07509925;3473,18539;9,57563154;226,961739;321,87;0;7,46;159,9;10,27;0,62357018;0,01300946;0,11422395;3842,52142;0,21378967;0,03140202;0,00995366;0,97232489;100,304992;63,4401879;9,56474934;0,18462858;5,80827635;5,78036144;29,8485419;;;
