I_N;I_Co;I_Co2;Espece;Genre;Famille;I_Ci;I_D;I_R;I_Lo;I_La;F_N;F_M_F;F_M_S;F_T_M_S;F_S;F_S_S;F_M_P;F_A;F_B;F_Ba;F_Cd;F_Cu;F_Fe;F_K;F_Li;F_Mg;F_Mn;F_Ni;F_P;F_Pb;F_Zn;R_M_S;R_L;R_L_S;R_V;R_D_T;R_D;R_M_P;R_Al;R_B;R_Ba;R_Ca;R_Cd;R_Cu;R_Fe;R_K;R_Li;R_Mg;R_Mn;R_Ni;R_P;R_Pb;R_Zn;S_M_P;S_M_C;S_pH;S_C;S_M_E;S_Al;S_As;S_B;S_Ca;S_Cd;S_Co;S_Cr;S_Cu;S_K;S_Mg;S_Mn;S_Ni;S_P;S_Pb;S_Zn;;;
31;Cor_San_3;Cor_San_3;Cor_San;Cor;Cornaceae;4;1,273239545;4;4,35993333;50,78525000;8;0,1024;0,0307;0,299804688;9,144;297,8501629;0,3054;27,1992762;41,9693898;23,4479806;0,01943216;6,98433896;104,843111;16610,02;0,09244673;4266,58807;28,6581961;1,7348803;1677,79068;0,48408328;29,8527384;0,2838;4498,007;15,84921424;1278,498;0,221979229;0,51;0,3554;2527,12735;19,2848146;40,0645555;11996,8265;8,12205631;36,4482481;5343,07066;16191,5613;2,36257471;3283,41459;356,553419;8,55491205;2957,56386;26,8206433;641,074513;208,63;12,0395;6,89;130,4;10,27;3,00882398;0,01671656;0,19952699;2533,02349;0,16061359;0,11868565;0,01954782;4,95431814;108,307983;106,86739;20,7586413;0,76570185;2,13637806;7,92391977;20,8065755;;;
31;Cor_San_3;Cor_San_3;Cor_San;Cor;Cornaceae;4;1,273239545;4;4,35993333;50,78525000;9;0,145;0,0411;0,283448276;15,687;381,6788321;0,3054;27,1992762;41,9693898;23,4479806;0,01943216;6,98433896;104,843111;16610,02;0,09244673;4266,58807;28,6581961;1,7348803;1677,79068;0,48408328;29,8527384;0,2838;4498,007;15,84921424;1278,498;0,221979229;0,51;0,3554;2527,12735;19,2848146;40,0645555;11996,8265;8,12205631;36,4482481;5343,07066;16191,5613;2,36257471;3283,41459;356,553419;8,55491205;2957,56386;26,8206433;641,074513;208,63;12,0395;6,89;130,4;10,27;3,00882398;0,01671656;0,19952699;2533,02349;0,16061359;0,11868565;0,01954782;4,95431814;108,307983;106,86739;20,7586413;0,76570185;2,13637806;7,92391977;20,8065755;;;
32;Cor_Ave_1;Cor_Ave_1;Cor_Ave;Cor;Betulaceae;15,70796327;5;3;4,35896667;50,78538333;1;1,4569;0,5285;0,362756538;159,214;301,256386;0,312;49,3567993;73,6928736;16,1495173;0,01080975;7,03328485;140,726873;17646,8769;0,12349568;2601,85652;108,874677;1,8474525;1841,89493;0,56842403;20,5598662;0,2893;4805,031;16,6091635;2898,848;0,099798265;0,677;0,3274;986,671469;20,6079211;27,0583467;13416,4864;1,4879747;15,5195418;1756,95517;4480,74366;0,73073514;1651,3083;77,157051;6,60194724;1891,54527;9,52136202;234,665279;363,94;23,2168;7,55;99,8;10,17;1,58050629;0,02396236;0,42283562;2815,8282;0,12062121;0,03183448;0,01503836;0,88058431;105,477212;55,2818557;11,6018307;0,19538249;15,4296606;3,2767672;12,2547173;;;
32;Cor_Ave_1;Cor_Ave_1;Cor_Ave;Cor;Betulaceae;15,70796327;5;3;4,35896667;50,78538333;2;0,4268;0,1402;0,328491097;59,297;422,9457917;0,312;49,3567993;73,6928736;16,1495173;0,01080975;7,03328485;140,726873;17646,8769;0,12349568;2601,85652;108,874677;1,8474525;1841,89493;0,56842403;20,5598662;0,2893;4805,031;16,6091635;2898,848;0,099798265;0,677;0,3274;986,671469;20,6079211;27,0583467;13416,4864;1,4879747;15,5195418;1756,95517;4480,74366;0,73073514;1651,3083;77,157051;6,60194724;1891,54527;9,52136202;234,665279;363,94;23,2168;7,55;99,8;10,17;1,58050629;0,02396236;0,42283562;2815,8282;0,12062121;0,03183448;0,01503836;0,88058431;105,477212;55,2818557;11,6018307;0,19538249;15,4296606;3,2767672;12,2547173;;;
32;Cor_Ave_1;Cor_Ave_1;Cor_Ave;Cor;Betulaceae;15,70796327;5;3;4,35896667;50,78538333;3;0,4354;0,155;0,355994488;47,545;306,7419355;0,312;49,3567993;73,6928736;16,1495173;0,01080975;7,03328485;140,726873;17646,8769;0,12349568;2601,85652;108,874677;1,8474525;1841,89493;0,56842403;20,5598662;0,2893;4805,031;16,6091635;2898,848;0,099798265;0,677;0,3274;986,671469;20,6079211;27,0583467;13416,4864;1,4879747;15,5195418;1756,95517;4480,74366;0,73073514;1651,3083;77,157051;6,60194724;1891,54527;9,52136202;234,665279;363,94;23,2168;7,55;99,8;10,17;1,58050629;0,02396236;0,42283562;2815,8282;0,12062121;0,03183448;0,01503836;0,88058431;105,477212;55,2818557;11,6018307;0,19538249;15,4296606;3,2767672;12,2547173;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;1;0,9609;0,3604;0,375065043;107,771;299,0316315;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;2;0,5593;0,1882;0,336492044;56,865;302,151966;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;3;0,6645;0,2461;0,370353649;62,731;254,900447;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;4;0,9121;0,307;0,336585901;92,469;301,2019544;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;5;0,9092;0,3484;0,383194017;80,482;231,0045924;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;6;0,745;0,2773;0,372214765;70,386;253,826181;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
33;Cor_Ave_2;Cor_Ave_2;Cor_Ave;Cor;Betulaceae;MST;MST;4;4,35755000;50,78348333;7;0,4545;0,155;0,341034103;45,948;296,4387097;0,3843;107,332742;62,8570898;36,6605652;0,03475639;10,2775138;263,43159;12913,4146;0,13118926;3349,6476;96,7011069;7,15712143;1946,23563;1,44014584;37,3387015;0,1481;3208,556;21,66479406;475,262;0,311617592;0,356;0,3766;2633,38871;12,5627637;66,6244806;5157,46782;2,80928113;29,4995255;1649,94378;4026,32773;0,62288076;1269,15633;321,446652;11,0198243;1914,2237;34,96033;215,903105;259,31;0;4,69;132,2;10,01;172,611166;0,04370819;0,31399606;270,395114;0,07673954;0,15871441;0,23271392;1,86172394;59,9262871;50,8722461;20,529872;0,38712607;20,8686983;7,51053128;3,10419179;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;1;0,2285;0,0698;0,30547046;29,964;429,2836676;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;2;0,2719;0,0817;0,300478117;34,943;427,6988984;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;3;0,0965;0,0307;0,318134715;10,681;347,9153094;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;4;0,3141;0,0907;0,288761541;36,007;619,6251378;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;5;0,5185;0,1496;0,28852459;56,2;240,6885027;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;6;0,2826;0,0806;0,285208776;35,908;445,5086849;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;7;0,45;0,1396;0,310222222;49,355;353,5458453;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;8;0,4494;0,1406;0,312861593;49,598;352,7596017;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;9;0,2495;0,0755;0,30260521;32,044;424,4238411;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
34;Cor_Ave_3;Cor_Ave_3;Cor_Ave;Cor;Betulaceae;7,3;2,323662169;4;4,35980000;50,78580000;10;0,1365;0,0446;0,326739927;16,248;364,3049327;0,3486;134,19926;66,673584;14,2666858;0,0320912;7,85479267;329,499254;19113,2903;0,15217806;2852,73042;31,3815242;2,4421527;2170,35642;1,72669884;30,8779876;1,0722;5474,594;5,105944786;9366,627;0,114470236;0,91;0,326;1670,47632;26,8583828;39,5834228;19226,2405;0,92640898;20,9456483;3073,30313;3847,08835;1,35924838;1765,63183;104,565527;5,19816347;2053,21482;89,0471555;203,877614;400,85;44,8062;7,47;140,9;10;1,0157435;0,05265213;0,14242875;3654,75492;0,10692984;0,02866266;0,02254464;2,24270178;145,099589;51,7341236;7,96982365;0,17636177;13,3333836;52,2193505;18,4908694;;;
35;Ile_Aqu_1;Ile_Aqu_1;Ile_Aqu;Ile;Aquifoliaceae;6,283185307;2;7;4,35870000;50,78480000;1;0,7859;0,2369;0,301437842;33,479;141,3212326;0,3421;37,4564707;16,0508284;6,50279183;0,14082167;14,7298485;323,09084;19805,8611;0,04423339;2013,65259;31,3274974;7,50313548;1491,13396;0,56384745;90,5859743;0,3848;8479,961;22,03732069;4367,827;0,088098727;0,681;0,325;465,775803;16,4883873;53,821684;10337,6694;2,09302072;19,2577418;1074,839;11816,9396;0,37261335;2728,04283;49,492499;6,41805352;2402,44607;20,7441697;147,077578;241,07;9,4527;7,25;145,2;10,22;1,58912157;0,0258531;0,18908431;3500,2099;0,29292651;0,04590784;0,02077384;4,81971542;159,02572;82,6519696;11,3899396;0,38180578;16,5068094;16,6243617;30,8808823;;;
35;Ile_Aqu_1;Ile_Aqu_1;Ile_Aqu;Ile;Aquifoliaceae;6,283185307;2;7;4,35870000;50,78480000;2;0,6103;0,1944;0,31853187;24,333;125,1697531;0,3421;37,4564707;16,0508284;6,50279183;0,14082167;14,7298485;323,09084;19805,8611;0,04423339;2013,65259;31,3274974;7,50313548;1491,13396;0,56384745;90,5859743;0,3848;8479,961;22,03732069;4367,827;0,088098727;0,681;0,325;465,775803;16,4883873;53,821684;10337,6694;2,09302072;19,2577418;1074,839;11816,9396;0,37261335;2728,04283;49,492499;6,41805352;2402,44607;20,7441697;147,077578;241,07;9,4527;7,25;145,2;10,22;1,58912157;0,0258531;0,18908431;3500,2099;0,29292651;0,04590784;0,02077384;4,81971542;159,02572;82,6519696;11,3899396;0,38180578;16,5068094;16,6243617;30,8808823;;;
35;Ile_Aqu_1;Ile_Aqu_1;Ile_Aqu;Ile;Aquifoliaceae;6,283185307;2;7;4,35870000;50,78480000;3;0,5957;0,186;0,312237704;25,291;135,9731183;0,3421;37,4564707;16,0508284;6,50279183;0,14082167;14,7298485;323,09084;19805,8611;0,04423339;2013,65259;31,3274974;7,50313548;1491,13396;0,56384745;90,5859743;0,3848;8479,961;22,03732069;4367,827;0,088098727;0,681;0,325;465,775803;16,4883873;53,821684;10337,6694;2,09302072;19,2577418;1074,839;11816,9396;0,37261335;2728,04283;49,492499;6,41805352;2402,44607;20,7441697;147,077578;241,07;9,4527;7,25;145,2;10,22;1,58912157;0,0258531;0,18908431;3500,2099;0,29292651;0,04590784;0,02077384;4,81971542;159,02572;82,6519696;11,3899396;0,38180578;16,5068094;16,6243617;30,8808823;;;
35;Ile_Aqu_1;Ile_Aqu_1;Ile_Aqu;Ile;Aquifoliaceae;6,283185307;2;7;4,35870000;50,78480000;4;0,3145;0,1009;0,320826709;13,985;138,6025768;0,3421;37,4564707;16,0508284;6,50279183;0,14082167;14,7298485;323,09084;19805,8611;0,04423339;2013,65259;31,3274974;7,50313548;1491,13396;0,56384745;90,5859743;0,3848;8479,961;22,03732069;4367,827;0,088098727;0,681;0,325;465,775803;16,4883873;53,821684;10337,6694;2,09302072;19,2577418;1074,839;11816,9396;0,37261335;2728,04283;49,492499;6,41805352;2402,44607;20,7441697;147,077578;241,07;9,4527;7,25;145,2;10,22;1,58912157;0,0258531;0,18908431;3500,2099;0,29292651;0,04590784;0,02077384;4,81971542;159,02572;82,6519696;11,3899396;0,38180578;16,5068094;16,6243617;30,8808823;;;
35;Ile_Aqu_1;Ile_Aqu_1;Ile_Aqu;Ile;Aquifoliaceae;6,283185307;2;7;4,35870000;50,78480000;5;0,304;0,0963;0,316776316;12,888;133,8317757;0,3421;37,4564707;16,0508284;6,50279183;0,14082167;14,7298485;323,09084;19805,8611;0,04423339;2013,65259;31,3274974;7,50313548;1491,13396;0,56384745;90,5859743;0,3848;8479,961;22,03732069;4367,827;0,088098727;0,681;0,325;465,775803;16,4883873;53,821684;10337,6694;2,09302072;19,2577418;1074,839;11816,9396;0,37261335;2728,04283;49,492499;6,41805352;2402,44607;20,7441697;147,077578;241,07;9,4527;7,25;145,2;10,22;1,58912157;0,0258531;0,18908431;3500,2099;0,29292651;0,04590784;0,02077384;4,81971542;159,02572;82,6519696;11,3899396;0,38180578;16,5068094;16,6243617;30,8808823;;;
36;Ile_Aqu_2;Ile_Aqu_2;Ile_Aqu;Ile;Aquifoliaceae;3,5;1,114084602;3;4,35781667;50,78378333;1;0,5746;0,1899;0,330490776;23,175;122,0379147;0,3182;291,700759;26,9165229;79,2529419;4,91482422;6,12407284;87,9939035;11011,081;0,90856105;4517,41573;274,574641;4,26973605;865,499537;0,75516705;446,703133;0,627;4907,74;7,827336523;6464,977;0,096984104;0,966;0,3022;889,314607;9,84828481;475,674348;4487,83784;2,68121561;32,6631111;975,326957;8736,95024;0,40979245;4350,8754;426,675521;5,35548684;3730,37218;39,9762293;147,682261;290,71;0;4,16;83,1;10,02;274,168078;0,03733164;0,33123974;272,127343;0,07369915;0,24480724;0,29969515;1,6328871;43,0432365;23,9436559;22,077195;0,42652764;25,2174866;12,7331833;3,28390948;;;
36;Ile_Aqu_2;Ile_Aqu_2;Ile_Aqu;Ile;Aquifoliaceae;3,5;1,114084602;3;4,35781667;50,78378333;2;0,8291;0,3122;0,376552889;30,441;97,50480461;0,3182;291,700759;26,9165229;79,2529419;4,91482422;6,12407284;87,9939035;11011,081;0,90856105;4517,41573;274,574641;4,26973605;865,499537;0,75516705;446,703133;0,627;4907,74;7,827336523;6464,977;0,096984104;0,966;0,3022;889,314607;9,84828481;475,674348;4487,83784;2,68121561;32,6631111;975,326957;8736,95024;0,40979245;4350,8754;426,675521;5,35548684;3730,37218;39,9762293;147,682261;290,71;0;4,16;83,1;10,02;274,168078;0,03733164;0,33123974;272,127343;0,07369915;0,24480724;0,29969515;1,6328871;43,0432365;23,9436559;22,077195;0,42652764;25,2174866;12,7331833;3,28390948;;;
36;Ile_Aqu_2;Ile_Aqu_2;Ile_Aqu;Ile;Aquifoliaceae;3,5;1,114084602;3;4,35781667;50,78378333;3;1,4518;0,5018;0,345639895;36,335;72,40932642;0,3182;291,700759;26,9165229;79,2529419;4,91482422;6,12407284;87,9939035;11011,081;0,90856105;4517,41573;274,574641;4,26973605;865,499537;0,75516705;446,703133;0,627;4907,74;7,827336523;6464,977;0,096984104;0,966;0,3022;889,314607;9,84828481;475,674348;4487,83784;2,68121561;32,6631111;975,326957;8736,95024;0,40979245;4350,8754;426,675521;5,35548684;3730,37218;39,9762293;147,682261;290,71;0;4,16;83,1;10,02;274,168078;0,03733164;0,33123974;272,127343;0,07369915;0,24480724;0,29969515;1,6328871;43,0432365;23,9436559;22,077195;0,42652764;25,2174866;12,7331833;3,28390948;;;
36;Ile_Aqu_2;Ile_Aqu_2;Ile_Aqu;Ile;Aquifoliaceae;3,5;1,114084602;3;4,35781667;50,78378333;4;1,4248;0,4722;0,331414935;43,638;92,41423126;0,3182;291,700759;26,9165229;79,2529419;4,91482422;6,12407284;87,9939035;11011,081;0,90856105;4517,41573;274,574641;4,26973605;865,499537;0,75516705;446,703133;0,627;4907,74;7,827336523;6464,977;0,096984104;0,966;0,3022;889,314607;9,84828481;475,674348;4487,83784;2,68121561;32,6631111;975,326957;8736,95024;0,40979245;4350,8754;426,675521;5,35548684;3730,37218;39,9762293;147,682261;290,71;0;4,16;83,1;10,02;274,168078;0,03733164;0,33123974;272,127343;0,07369915;0,24480724;0,29969515;1,6328871;43,0432365;23,9436559;22,077195;0,42652764;25,2174866;12,7331833;3,28390948;;;
36;Ile_Aqu_2;Ile_Aqu_2;Ile_Aqu;Ile;Aquifoliaceae;3,5;1,114084602;3;4,35781667;50,78378333;5;0,7831;0,2711;0,346188226;22,445;82,79232755;0,3182;291,700759;26,9165229;79,2529419;4,91482422;6,12407284;87,9939035;11011,081;0,90856105;4517,41573;274,574641;4,26973605;865,499537;0,75516705;446,703133;0,627;4907,74;7,827336523;6464,977;0,096984104;0,966;0,3022;889,314607;9,84828481;475,674348;4487,83784;2,68121561;32,6631111;975,326957;8736,95024;0,40979245;4350,8754;426,675521;5,35548684;3730,37218;39,9762293;147,682261;290,71;0;4,16;83,1;10,02;274,168078;0,03733164;0,33123974;272,127343;0,07369915;0,24480724;0,29969515;1,6328871;43,0432365;23,9436559;22,077195;0,42652764;25,2174866;12,7331833;3,28390948;;;
36;Ile_Aqu_2;Ile_Aqu_2;Ile_Aqu;Ile;Aquifoliaceae;3,5;1,114084602;3;4,35781667;50,78378333;6;0,7809;0,231;0,295812524;30,462;131,8701299;0,3182;291,700759;26,9165229;79,2529419;4,91482422;6,12407284;87,9939035;11011,081;0,90856105;4517,41573;274,574641;4,26973605;865,499537;0,75516705;446,703133;0,627;4907,74;7,827336523;6464,977;0,096984104;0,966;0,3022;889,314607;9,84828481;475,674348;4487,83784;2,68121561;32,6631111;975,326957;8736,95024;0,40979245;4350,8754;426,675521;5,35548684;3730,37218;39,9762293;147,682261;290,71;0;4,16;83,1;10,02;274,168078;0,03733164;0,33123974;272,127343;0,07369915;0,24480724;0,29969515;1,6328871;43,0432365;23,9436559;22,077195;0,42652764;25,2174866;12,7331833;3,28390948;;;
